0.093266657,0.03492935,0.006593325,0.110274468,0.068164552,0.011887409,0.002574398,0.066092513,0.009150339,0.050555783,0.011199996,0.086841068,0.046543868,0.115110333
0.03492935,0.110700205,0.006368772,0.03668392,0.044434782,0.012771222,0.035270157,0.057690643,0.008186557,0.050496979,0.005433481,0.099218959,0.043128195,0.094066387
0.006593325,0.006368772,0.056752341,0.006575139,0.010098566,0.007033819,0.017315024,0.032659427,0.022481491,0.019969823,0.014771319,0.009171616,0.008457135,0.003729969
0.110274468,0.03668392,0.006575139,0.225197616,0.154239123,0.066509587,0.010405636,0.086255553,0.017338564,0.060530353,0.019385706,0.146465504,0.077556736,0.199058758
0.068164552,0.044434782,0.010098566,0.154239123,0.139450722,0.065115925,0.009020931,0.069046693,0.007463929,0.044950298,0.008648576,0.134379626,0.070475124,0.167145095
0.011887409,0.012771222,0.007033819,0.066509587,0.065115925,0.171722204,0.0606648,0.053816446,0.027609261,0.049385073,0.0492866,0.0790929,0.048945787,0.110157956
0.002574398,0.035270157,0.017315024,0.010405636,0.009020931,0.0606648,0.110867087,0.028760646,0.010084079,0.022283393,0.041733934,0.057976422,0.019449948,0.080095984
0.066092513,0.057690643,0.032659427,0.086255553,0.069046693,0.053816446,0.028760646,0.092619989,0.0244594,0.067009804,0.031943066,0.114658464,0.065143332,0.142838061
0.009150339,0.008186557,0.022481491,0.017338564,0.007463929,0.027609261,0.010084079,0.0244594,0.039804133,0.017922862,0.012383994,0.007503477,0.005912257,0.034255419
0.050555783,0.050496979,0.019969823,0.060530353,0.044950298,0.049385073,0.022283393,0.067009804,0.017922862,0.057334198,0.020711442,0.08471153,0.047118252,0.105892581
0.011199996,0.005433481,0.014771319,0.019385706,0.008648576,0.0492866,0.041733934,0.031943066,0.012383994,0.020711442,0.045455167,0.030676813,0.019490843,0.044582741
0.086841068,0.099218959,0.009171616,0.146465504,0.134379626,0.0790929,0.057976422,0.114658464,0.007503477,0.08471153,0.030676813,0.206485977,0.104981327,0.256137521
0.046543868,0.043128195,0.008457135,0.077556736,0.070475124,0.048945787,0.019449948,0.065143332,0.005912257,0.047118252,0.019490843,0.104981327,0.05928107,0.127571744
0.115110333,0.094066387,0.003729969,0.199058758,0.167145095,0.110157956,0.080095984,0.142838061,0.034255419,0.105892581,0.044582741,0.256137521,0.127571744,0.364495857
